car brand,model,generation_name,year,mileage,vol_engine,fuel,city,province,price (PLN)
opel,astra,gen-h-2004-2013,2007,153000,1796,Gasoline,Będzin,Śląskie,17900
opel,astra,gen-h-2004-2013,2005,307000,1998,LPG,Radom,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2009,184000,1598,Gasoline,Jastrząb,Śląskie,15200
opel,astra,gen-h-2004-2013,2009,339714,1598,Gasoline,Sierakowice,Pomorskie,16900
opel,astra,gen-h-2004-2013,2006,187000,1598,Gasoline,Nowy Sącz,Małopolskie,12700
opel,astra,gen-h-2004-2013,2008,238000,1686,Diesel,Warszawa,Mazowieckie,12500
opel,astra,gen-h-2004-2013,2009,167354,1364,Gasoline,Gniezno,Wielkopolskie,13900
opel,astra,gen-h-2004-2013,2005,181087,1998,Gasoline,Kraków,Małopolskie,13700
opel,astra,gen-h-2004-2013,2004,166000,1998,Gasoline,Myszków,Śląskie,11500
opel,astra,gen-h-2004-2013,2004,189900,1796,Gasoline,Gliwice,Śląskie,16666
opel,astra,gen-h-2004-2013,2009,180200,1598,Gasoline,Staszów,Świętokrzyskie,17900
opel,astra,gen-h-2004-2013,2010,152502,1598,Gasoline,Mrągowo,Warmińsko-mazurskie,16800
opel,astra,gen-h-2004-2013,2006,255000,1910,Diesel,Racławice,Małopolskie,8900
opel,astra,gen-h-2004-2013,2009,180000,1364,Gasoline,Kutno,Łódzkie,13900
opel,astra,gen-h-2004-2013,2005,165000,1598,Gasoline,Żychlin,Łódzkie,11900
opel,astra,gen-h-2004-2013,2007,217000,1598,Gasoline,Kraków,Małopolskie,12900
opel,astra,gen-h-2004-2013,2006,189321,1598,Gasoline,Jelenia Góra,Dolnośląskie,12900
opel,astra,gen-h-2004-2013,2004,163000,1364,Gasoline,Drezdenko,Lubuskie,7999
opel,astra,gen-h-2004-2013,2004,166400,1598,Gasoline,Gliwice,Śląskie,11900
opel,astra,gen-h-2004-2013,2006,212000,1364,Gasoline,Piekary,Małopolskie,11950
opel,astra,gen-h-2004-2013,2006,230100,1910,Diesel,Łódź,Łódzkie,10500
opel,astra,gen-h-2004-2013,2005,165192,1998,Gasoline,Świdwin,Zachodniopomorskie,13900
opel,astra,gen-h-2004-2013,2005,212000,1998,LPG,Świebodzin,Lubuskie,10900
opel,astra,gen-h-2004-2013,2007,256790,1598,LPG,Łódź,Łódzkie,13000
opel,astra,gen-h-2004-2013,2004,107000,1598,Gasoline,Chodzież,Wielkopolskie,9900
opel,astra,gen-h-2004-2013,2008,206000,1598,Gasoline,Czarne,Pomorskie,12500
opel,astra,gen-h-2004-2013,2008,203215,1364,Gasoline,Bolesławiec,Dolnośląskie,11800
opel,astra,gen-h-2004-2013,2010,71928,1364,Gasoline,Bielany Wrocławskie,Dolnośląskie,21000
opel,astra,gen-h-2004-2013,2009,182000,1686,Diesel,Tychy,Śląskie,11500
opel,astra,gen-h-2004-2013,2009,124250,1598,Gasoline,Żagań,Lubuskie,15900
opel,astra,gen-h-2004-2013,2005,180987,1598,Gasoline,Tarnów,Małopolskie,10700
opel,astra,gen-h-2004-2013,2006,236234,1998,Gasoline,Sosnowiec,Śląskie,24000
opel,astra,gen-h-2004-2013,2004,158000,1364,Gasoline,Stargard Szczeciński,Zachodniopomorskie,7500
opel,astra,gen-h-2004-2013,2004,154700,1598,Gasoline,Drzewica,Łódzkie,10900
opel,astra,gen-h-2004-2013,2006,111753,1598,Gasoline,Konin,Wielkopolskie,9500
opel,astra,gen-h-2004-2013,2005,259000,1998,Gasoline,Chełmno,Kujawsko-pomorskie,12999
opel,astra,gen-h-2004-2013,2004,200398,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,8900
opel,astra,gen-h-2004-2013,2007,178000,1998,Gasoline,Zduńska Wola,Łódzkie,19500
opel,astra,gen-h-2004-2013,2005,270000,1910,Diesel,Wisła Mała,Śląskie,7750
opel,astra,gen-h-2004-2013,2007,236000,1598,Gasoline,Kraków,Małopolskie,8500
opel,astra,gen-h-2004-2013,2005,294000,1598,Gasoline,Brzezina,Dolnośląskie,7000
opel,astra,gen-h-2004-2013,2007,165000,1796,Gasoline,Włoszakowice,Wielkopolskie,14100
opel,astra,gen-h-2004-2013,2006,187000,1598,Gasoline,Sławno,Zachodniopomorskie,11850
opel,astra,gen-h-2004-2013,2005,299000,1910,Diesel,Września,Wielkopolskie,10700
opel,astra,gen-h-2004-2013,2006,220000,1910,Diesel,Wrocław,Dolnośląskie,8700
opel,astra,gen-h-2004-2013,2004,236772,1796,Gasoline,Sieradz,Łódzkie,8900
opel,astra,gen-h-2004-2013,2005,147000,1598,Gasoline,Kraśnik,Lubelskie,12900
opel,astra,gen-h-2004-2013,2007,315000,1910,Diesel,Bydgoszcz,Kujawsko-pomorskie,7500
opel,astra,gen-h-2004-2013,2007,173907,1598,Gasoline,Witaszyce,Wielkopolskie,13900
opel,astra,gen-h-2004-2013,2009,208000,1686,Diesel,Zamość,Lubelskie,16900
opel,astra,gen-h-2004-2013,2009,230000,1598,Gasoline,Zagnańsk,Świętokrzyskie,15500
opel,astra,gen-h-2004-2013,2006,178000,1598,Gasoline,Korytów A,Mazowieckie,14700
opel,astra,gen-h-2004-2013,2009,205000,1364,Gasoline,Świebodzice,Dolnośląskie,15950
opel,astra,gen-h-2004-2013,2009,182000,1598,Gasoline,Warszawa,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2005,224139,1364,Gasoline,Rokietnica,Wielkopolskie,9999
opel,astra,gen-h-2004-2013,2008,199000,1686,Diesel,Kutno,Łódzkie,13900
opel,astra,gen-h-2004-2013,2009,178000,1686,Diesel,Sulmierzyce,Wielkopolskie,12800
opel,astra,gen-h-2004-2013,2008,255055,1686,Diesel,Gdańsk,Pomorskie,16900
opel,astra,gen-h-2004-2013,2005,170000,1796,Gasoline,Wolbrom,Małopolskie,13900
opel,astra,gen-h-2004-2013,2005,149000,1364,Gasoline,Olkusz,Małopolskie,11900
opel,astra,gen-h-2004-2013,2010,140100,1364,Gasoline,Radziejowice,Mazowieckie,16500
opel,astra,gen-h-2004-2013,2006,220000,1686,Diesel,Stargard Szczeciński,Zachodniopomorskie,8999
opel,astra,gen-h-2004-2013,2008,145217,1796,Gasoline,Częstochowa,Śląskie,16400
opel,astra,gen-h-2004-2013,2007,191000,1796,LPG,Grodków,Opolskie,13900
opel,astra,gen-h-2004-2013,2006,300000,1910,Diesel,Ostrzeszów,Wielkopolskie,7900
opel,astra,gen-h-2004-2013,2005,227000,1600,Gasoline,Kutno,Łódzkie,9900
opel,astra,gen-h-2004-2013,2004,260123,1686,Diesel,Świętochłowice,Śląskie,8999
opel,astra,gen-h-2004-2013,2004,144097,1598,Gasoline,Sielinko,Wielkopolskie,10600
opel,astra,gen-h-2004-2013,2009,238000,1400,Gasoline,Kutno,Łódzkie,13900
opel,astra,gen-h-2004-2013,2007,147000,1796,Gasoline,Orzesze,Śląskie,15900
opel,astra,gen-h-2004-2013,2004,360000,1686,Diesel,Kalisz,Wielkopolskie,5700
opel,astra,gen-h-2004-2013,2009,189764,1796,Gasoline,Łask,Łódzkie,16900
opel,astra,gen-h-2004-2013,2005,160000,1796,Gasoline,Elbląg,Warmińsko-mazurskie,15900
opel,astra,gen-h-2004-2013,2007,254405,1910,Diesel,Koszalin,Zachodniopomorskie,10900
opel,astra,gen-h-2004-2013,2008,270000,1910,Diesel,Warszawa,Mazowieckie,8800
opel,astra,gen-h-2004-2013,2008,253700,1598,Gasoline,Ustanów,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2009,249000,1598,Gasoline,Pasłęk,Warmińsko-mazurskie,16999
opel,astra,gen-h-2004-2013,2004,170243,1364,Gasoline,Witaszyce,Wielkopolskie,9950
opel,astra,gen-h-2004-2013,2009,162000,1598,Gasoline,Opoczno,Łódzkie,15900
opel,astra,gen-h-2004-2013,2008,145000,1364,Gasoline,Gniezno,Wielkopolskie,13900
opel,astra,gen-h-2004-2013,2008,164600,1598,Gasoline,Lubaczów,Podkarpackie,13500
opel,astra,gen-h-2004-2013,2006,213300,1686,Diesel,Czeladź,Śląskie,9500
opel,astra,gen-h-2004-2013,2007,104222,1364,Gasoline,Grzymek,Mazowieckie,15500
opel,astra,gen-h-2004-2013,2008,301000,1900,Diesel,Kołobrzeg,Zachodniopomorskie,10900
opel,astra,gen-h-2004-2013,2005,197000,1796,Gasoline,Burzenin,Łódzkie,12400
opel,astra,gen-h-2004-2013,2008,141000,1364,Gasoline,Rybnik,Śląskie,14500
opel,astra,gen-h-2004-2013,2007,213268,1998,Gasoline,Gniezno,Wielkopolskie,17900
opel,astra,gen-h-2004-2013,2009,236382,1598,Gasoline,Końskie,Świętokrzyskie,13900
opel,astra,gen-h-2004-2013,2007,350000,1686,Diesel,Gdańsk,Pomorskie,7000
opel,astra,gen-h-2004-2013,2004,181000,1598,Gasoline,Katowice,Śląskie,10800
opel,astra,gen-h-2004-2013,2005,248000,1998,Gasoline,Lubaczów,Podkarpackie,9000
opel,astra,gen-h-2004-2013,2006,115000,1598,LPG,Kłodzko,Dolnośląskie,15900
opel,astra,gen-h-2004-2013,2007,213950,1686,Diesel,Herby,Śląskie,9500
opel,astra,gen-h-2004-2013,2006,99406,1796,Gasoline,Darłowo,Zachodniopomorskie,18500
opel,astra,gen-h-2004-2013,2007,222000,1598,Gasoline,Gniezno,Wielkopolskie,14999
opel,astra,gen-h-2004-2013,2007,179000,1686,Diesel,Paszczyna,Podkarpackie,14300
opel,astra,gen-h-2004-2013,2006,190000,1796,Gasoline,Będzin,Śląskie,14900
opel,astra,gen-h-2004-2013,2005,144000,1686,Diesel,Zawada,Podkarpackie,10900
opel,astra,gen-h-2004-2013,2006,164000,1796,Gasoline,Tarnowskie Góry,Śląskie,13900
opel,astra,gen-h-2004-2013,2007,275000,1598,Gasoline,Ruda Śląska,Śląskie,9999
opel,astra,gen-h-2004-2013,2010,235000,1598,Gasoline,Starogard Gdański,Pomorskie,14900
opel,astra,gen-h-2004-2013,2009,136738,1598,LPG,Bydgoszcz,Kujawsko-pomorskie,17500
opel,astra,gen-h-2004-2013,2009,224000,1364,Gasoline,Wyszków,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2004,200000,1598,Gasoline,Wejherowo,Pomorskie,9900
opel,astra,gen-h-2004-2013,2004,203000,1598,Gasoline,Żuromin,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2006,143000,1796,Gasoline,Swarzędz,Wielkopolskie,16500
opel,astra,gen-h-2004-2013,2006,234000,1364,Gasoline,Grudziądz,Kujawsko-pomorskie,13900
opel,astra,gen-h-2004-2013,2004,143000,1598,Gasoline,Krasnystaw,Lubelskie,11600
opel,astra,gen-h-2004-2013,2008,148000,1686,Diesel,Chojnów,Dolnośląskie,11700
opel,astra,gen-h-2004-2013,2004,235000,1686,Diesel,Pułtusk,Mazowieckie,8900
opel,astra,gen-h-2004-2013,2007,144039,1598,Gasoline,Wolbrom,Małopolskie,15900
opel,astra,gen-h-2004-2013,2007,177250,1910,Diesel,Będzin,Śląskie,10800
opel,astra,gen-h-2004-2013,2008,190000,1598,Gasoline,Dębica,Podkarpackie,13900
opel,astra,gen-h-2004-2013,2008,251899,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,6999
opel,astra,gen-h-2004-2013,2007,220000,1598,Gasoline,Chodzież,Wielkopolskie,9999
opel,astra,gen-h-2004-2013,2007,150000,1598,Gasoline,Kalety,Śląskie,15900
opel,astra,gen-h-2004-2013,2007,166300,1796,Gasoline,Grudziądz,Kujawsko-pomorskie,14000
opel,astra,gen-h-2004-2013,2006,223000,1796,LPG,Sosnowiec,Śląskie,14999
opel,astra,gen-h-2004-2013,2005,225000,1796,LPG,Zgierz,Łódzkie,12900
opel,astra,gen-h-2004-2013,2006,277870,1598,Gasoline,Warszawa,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2008,116381,1598,Gasoline,Bełchatów,Łódzkie,17900
opel,astra,gen-h-2004-2013,2007,194740,1910,Diesel,Morąg,Warmińsko-mazurskie,15000
opel,astra,gen-h-2004-2013,2005,189100,1796,Gasoline,Czechowice-Dziedzice,Śląskie,14000
opel,astra,gen-h-2004-2013,2007,280105,1910,Diesel,Sulechów,Lubuskie,9500
opel,astra,gen-h-2004-2013,2006,220123,1998,Gasoline,Lublin,Lubelskie,11999
opel,astra,gen-h-2004-2013,2007,269000,1598,Gasoline,Bałtów,Świętokrzyskie,9300
opel,astra,gen-h-2004-2013,2016,260000,1598,Diesel,Kutno,Łódzkie,35900
opel,astra,gen-h-2004-2013,2004,213860,1364,Gasoline,Szczecin,Zachodniopomorskie,6500
opel,astra,gen-h-2004-2013,2012,88600,1398,Gasoline,Burzenin,Łódzkie,26500
opel,astra,gen-h-2004-2013,2004,178000,1598,Gasoline,Oleśnica,Dolnośląskie,12600
opel,astra,gen-h-2004-2013,2010,262000,1686,Diesel,Kalisz,Wielkopolskie,14000
opel,astra,gen-h-2004-2013,2004,270000,1998,LPG,Warszawa,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2011,149500,1598,Gasoline,Józefów,Mazowieckie,22140
opel,astra,gen-h-2004-2013,2011,204284,1956,Diesel,Tychy,Śląskie,26999
opel,astra,gen-h-2004-2013,2005,198123,1199,Gasoline,Siepraw,Małopolskie,6890
opel,astra,gen-h-2004-2013,2005,195240,1598,Gasoline,Miłocice,Małopolskie,12900
opel,astra,gen-h-2004-2013,2009,119900,1598,Gasoline,Rzeszów,Podkarpackie,16900
opel,astra,gen-h-2004-2013,2007,205000,1598,Gasoline,Białystok,Podlaskie,15800
opel,astra,gen-h-2004-2013,2010,197000,1686,Diesel,Łódź,Łódzkie,14200
opel,astra,gen-h-2004-2013,2009,173930,1598,Gasoline,Kwidzyn,Pomorskie,13999
opel,astra,gen-h-2004-2013,2009,161000,1598,Gasoline,Radom,Mazowieckie,16900
opel,astra,gen-h-2004-2013,2005,135000,1364,Gasoline,Czchów,Małopolskie,13900
opel,astra,gen-h-2004-2013,2008,199000,1598,Gasoline,Cianowice,Małopolskie,16900
opel,astra,gen-h-2004-2013,2008,163800,1796,Gasoline,Bydgoszcz,Kujawsko-pomorskie,13900
opel,astra,gen-h-2004-2013,2006,230000,1796,Gasoline,Warszawa,Mazowieckie,13900
opel,astra,gen-h-2004-2013,2005,159000,1796,Gasoline,Mogilno,Kujawsko-pomorskie,9999
opel,astra,gen-h-2004-2013,2007,232000,1910,Diesel,Michałowice,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2011,115000,1686,Diesel,Łódź,Łódzkie,17200
opel,astra,gen-h-2004-2013,2007,95000,1796,Gasoline,Kalisz,Wielkopolskie,12900
opel,astra,gen-h-2004-2013,2004,213244,1364,Gasoline,Białe Błota,Kujawsko-pomorskie,8200
opel,astra,gen-h-2004-2013,2004,170700,1796,Gasoline,Oleśnica,Dolnośląskie,13700
opel,astra,gen-h-2004-2013,2008,192000,1598,Gasoline,Trzebnica,Dolnośląskie,17000
opel,astra,gen-h-2004-2013,2006,254100,1598,Gasoline,Warszawa,Mazowieckie,11000
opel,astra,gen-h-2004-2013,2009,181987,1796,Gasoline,Szamotuły,Wielkopolskie,14900
opel,astra,gen-h-2004-2013,2007,235000,1910,Diesel,Zamość,Lubelskie,11500
opel,astra,gen-h-2004-2013,2005,234061,1598,Gasoline,Poznań,Wielkopolskie,10000
opel,astra,gen-h-2004-2013,2007,210020,1796,Gasoline,Świdnik Mały,Lubelskie,12900
opel,astra,gen-h-2004-2013,2004,189000,1598,Gasoline,Kiedrzyn,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2007,151841,1598,Gasoline,Kielce,Świętokrzyskie,15900
opel,astra,gen-h-2004-2013,2007,158880,1598,Gasoline,Giżycko,Warmińsko-mazurskie,16500
opel,astra,gen-h-2004-2013,2009,180000,1364,Gasoline,Tarnowskie Góry,Śląskie,13900
opel,astra,gen-h-2004-2013,2007,310523,1364,Gasoline,Mikołów,Śląskie,14900
opel,astra,gen-h-2004-2013,2009,171000,1686,Diesel,Starogard Gdański,Pomorskie,16900
opel,astra,gen-h-2004-2013,2008,181000,1364,Gasoline,Gostynin,Mazowieckie,13900
opel,astra,gen-h-2004-2013,2009,190000,1598,Gasoline,Łódź,Łódzkie,16900
opel,astra,gen-h-2004-2013,2006,214000,1910,Diesel,Dębno,Zachodniopomorskie,12700
opel,astra,gen-h-2004-2013,2008,164500,1598,Gasoline,Szamotuły,Wielkopolskie,11700
opel,astra,gen-h-2004-2013,2007,231740,1598,Gasoline,Tychy,Śląskie,11999
opel,astra,gen-h-2004-2013,2008,160000,1600,Gasoline,Opole,Opolskie,13900
opel,astra,gen-h-2004-2013,2004,245617,1364,Gasoline,Szczecin,Zachodniopomorskie,9900
opel,astra,gen-h-2004-2013,2005,188000,1389,Gasoline,Radziejów,Kujawsko-pomorskie,11900
opel,astra,gen-h-2004-2013,2005,166000,1998,Gasoline,Buków,Podkarpackie,14990
opel,astra,gen-h-2004-2013,2009,341667,1686,Diesel,Paniówki,Śląskie,6990
opel,astra,gen-h-2004-2013,2009,235524,1598,Gasoline,Jastrzębie,Kujawsko-pomorskie,15400
opel,astra,gen-h-2004-2013,2006,218000,1910,Diesel,Jedlnia-Letnisko,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2005,195000,1800,Gasoline,Swarzędz,Wielkopolskie,14500
opel,astra,gen-h-2004-2013,2006,160000,1598,Gasoline,Bełchatów,Łódzkie,9800
opel,astra,gen-h-2004-2013,2009,233000,1598,Gasoline,Ożarowice,Śląskie,14800
opel,astra,gen-h-2004-2013,2007,242000,1910,Diesel,Kunowice,Lubuskie,13999
opel,astra,gen-h-2004-2013,2005,311000,1598,LPG,Szczecin,Zachodniopomorskie,10999
opel,astra,gen-h-2004-2013,2005,220000,1598,Gasoline,Katowice,Śląskie,11999
opel,astra,gen-h-2004-2013,2010,348856,1686,Diesel,Płock,Mazowieckie,11685
opel,astra,gen-h-2004-2013,2006,198000,1598,Gasoline,Waleriany,Mazowieckie,12600
opel,astra,gen-h-2004-2013,2006,206000,1598,LPG,Węgrów,Mazowieckie,12900
opel,astra,gen-h-2004-2013,2007,138000,1598,Gasoline,Oleśnica,Dolnośląskie,15500
opel,astra,gen-h-2004-2013,2005,276138,1598,LPG,Siemianowice Śląskie,Śląskie,10000
opel,astra,gen-h-2004-2013,2005,187000,1598,Gasoline,Warszawa,Mazowieckie,9400
opel,astra,gen-h-2004-2013,2005,242705,1998,Gasoline,Uście Solne,Małopolskie,11999
opel,astra,gen-h-2004-2013,2005,176000,1598,Gasoline,Kielce,Świętokrzyskie,10500
opel,astra,gen-h-2004-2013,2005,125000,1598,Gasoline,Stargard Szczeciński,Zachodniopomorskie,10400
opel,astra,gen-h-2004-2013,2009,154000,1364,Gasoline,Ryczywół,Wielkopolskie,11999
opel,astra,gen-h-2004-2013,2010,280000,1910,Diesel,Będzin,Śląskie,10900
opel,astra,gen-h-2004-2013,2009,198853,1598,Gasoline,Poznań,Wielkopolskie,11600
opel,astra,gen-h-2004-2013,2007,205000,1686,Diesel,Brodnica,Kujawsko-pomorskie,9000
opel,astra,gen-h-2004-2013,2006,156000,1598,Gasoline,Czerwionka-Leszczyny,Śląskie,12950
opel,astra,gen-h-2004-2013,2006,140600,1998,Gasoline,Pabianice,Łódzkie,26200
opel,astra,gen-h-2004-2013,2006,200000,1598,Gasoline,Płock,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2007,210000,1598,Gasoline,Płock,Mazowieckie,14900
opel,astra,gen-h-2004-2013,2009,229000,1598,Gasoline,Puławy,Lubelskie,16900
opel,astra,gen-h-2004-2013,2005,253627,1598,LPG,Kalisz,Wielkopolskie,11500
opel,astra,gen-h-2004-2013,2010,220000,1364,Gasoline,Gdańsk,Pomorskie,13800
opel,astra,gen-h-2004-2013,2010,147000,1910,Diesel,Jędrzejewo,Wielkopolskie,15900
opel,astra,gen-h-2004-2013,2007,180000,1598,Gasoline,Sulechów,Lubuskie,10900
opel,astra,gen-h-2004-2013,2006,167315,1248,Diesel,Szczecin,Zachodniopomorskie,10500
opel,astra,gen-h-2004-2013,2008,172900,1598,Gasoline,Myszków,Śląskie,17200
opel,astra,gen-h-2004-2013,2005,215321,1598,Gasoline,Tarnowskie Góry,Śląskie,10900
opel,astra,gen-h-2004-2013,2006,279000,1598,Gasoline,Grudziądz,Kujawsko-pomorskie,9400
opel,astra,gen-h-2004-2013,2006,239000,1796,Gasoline,Wodzisław Śląski,Śląskie,12500
opel,astra,gen-h-2004-2013,2008,258000,1598,Gasoline,Świdwin,Zachodniopomorskie,10000
opel,astra,gen-h-2004-2013,2009,166030,1910,Diesel,Biłgoraj,Lubelskie,16300
opel,astra,gen-h-2004-2013,2008,202260,1598,Gasoline,Miłocice,Małopolskie,15900
opel,astra,gen-h-2004-2013,2006,161838,1796,Gasoline,Słupsk,Pomorskie,16890
opel,astra,gen-h-2004-2013,2007,223000,1598,Gasoline,Ożarów Mazowiecki,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2009,245000,1686,Diesel,Warszawa,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2004,249500,1796,Gasoline,Grudziądz,Kujawsko-pomorskie,8900
opel,astra,gen-h-2004-2013,2004,270950,1598,Gasoline,Matygi,Lubelskie,7500
opel,astra,gen-h-2004-2013,2006,216000,1598,Gasoline,Radziejów,Kujawsko-pomorskie,11900
opel,astra,gen-h-2004-2013,2005,220150,1598,Gasoline,Sędziejowice,Łódzkie,11900
opel,astra,gen-h-2004-2013,2010,151650,1364,Gasoline,Praszka,Opolskie,19800
opel,astra,gen-h-2004-2013,2007,211759,1598,LPG,Borzęcin,Małopolskie,10200
opel,astra,gen-h-2004-2013,2005,220000,1796,Gasoline,Imielin,Śląskie,11999
opel,astra,gen-h-2004-2013,2008,192000,1598,Gasoline,Ostrówek,Łódzkie,14900
opel,astra,gen-h-2004-2013,2005,342765,1598,LPG,Biłgoraj,Lubelskie,11477
opel,astra,gen-h-2004-2013,2007,236000,1400,Gasoline,Nowe Miasto nad Pilicą,Mazowieckie,12400
opel,astra,gen-h-2004-2013,2011,117950,1598,Gasoline,Kikół,Kujawsko-pomorskie,19900
opel,astra,gen-h-2004-2013,2008,197800,1796,Gasoline,Poznań,Wielkopolskie,16000
opel,astra,gen-h-2004-2013,2008,168000,1686,Diesel,Zamość,Lubelskie,15900
opel,astra,gen-h-2004-2013,2006,199123,1598,Gasoline,Radom,Mazowieckie,12900
opel,astra,gen-h-2004-2013,2010,208517,1364,LPG,Kraków,Małopolskie,17900
opel,astra,gen-h-2004-2013,2009,235000,1598,Gasoline,Błonie,Mazowieckie,15800
opel,astra,gen-h-2004-2013,2005,335000,1686,Diesel,Pniewy,Wielkopolskie,5390
opel,astra,gen-h-2004-2013,2008,267000,1598,Gasoline,Drawsko Pomorskie,Zachodniopomorskie,16900
opel,astra,gen-h-2004-2013,2006,187254,1910,Diesel,Lwówek Śląski,Dolnośląskie,11900
opel,astra,gen-h-2004-2013,2006,224000,1598,Gasoline,Siedlce,Mazowieckie,11900
opel,astra,gen-h-2004-2013,2005,196252,1796,Gasoline,Bieździedza,Podkarpackie,14500
opel,astra,gen-h-2004-2013,2009,208247,1598,Gasoline,Nowy Sącz,Małopolskie,15750
opel,astra,gen-h-2004-2013,2006,220000,1998,Gasoline,Stare Babice,Mazowieckie,13900
opel,astra,gen-h-2004-2013,2008,198000,1364,Gasoline,Świdnica,Dolnośląskie,13999
opel,astra,gen-h-2004-2013,2010,114000,1598,Gasoline,Racibórz,Śląskie,18500
opel,astra,gen-h-2004-2013,2012,85000,1598,Gasoline,Śrem,Wielkopolskie,23000
opel,astra,gen-h-2004-2013,2004,254000,1598,Gasoline,Humniska,Podkarpackie,11300
opel,astra,gen-h-2004-2013,2008,201200,1796,Gasoline,Chynów,Mazowieckie,15400
opel,astra,gen-h-2004-2013,2009,211000,1598,Gasoline,Mońki,Podlaskie,14999
opel,astra,gen-h-2004-2013,2006,193500,1248,Diesel,Żarki,Śląskie,11500
opel,astra,gen-h-2004-2013,2008,179000,1598,Gasoline,Kraków,Małopolskie,16999
opel,astra,gen-h-2004-2013,2008,270000,1910,Diesel,Ostróda,Warmińsko-mazurskie,16000
opel,astra,gen-h-2004-2013,2005,308000,1598,Gasoline,Częstochowa,Śląskie,9900
opel,astra,gen-h-2004-2013,2011,275920,1686,Diesel,Tychy,Śląskie,17499
opel,astra,gen-h-2004-2013,2008,178531,1598,Gasoline,Chobędza,Małopolskie,17600
opel,astra,gen-h-2004-2013,2005,208000,1364,Gasoline,Niedrzwica Kościelna,Lubelskie,11900
opel,astra,gen-h-2004-2013,2004,247500,1998,Gasoline,Lublin,Lubelskie,13900
opel,astra,gen-h-2004-2013,2007,188121,1598,Gasoline,Żuromin,Mazowieckie,12900
opel,astra,gen-h-2004-2013,2005,201000,1598,Gasoline,Chełmno,Kujawsko-pomorskie,10900
opel,astra,gen-h-2004-2013,2007,142107,1598,Gasoline,Inowrocław,Kujawsko-pomorskie,16900
opel,astra,gen-h-2004-2013,2008,232700,1910,Diesel,Bochnia,Małopolskie,12799
opel,astra,gen-h-2004-2013,2009,209000,1364,Gasoline,Pisz,Warmińsko-mazurskie,13900
opel,astra,gen-h-2004-2013,2004,156000,1796,Gasoline,Łódź,Łódzkie,10900
opel,astra,gen-h-2004-2013,2007,212000,1686,Diesel,Bochnia,Małopolskie,13500
opel,astra,gen-h-2004-2013,2009,90515,1364,Gasoline,Kęty,Małopolskie,16599
opel,astra,gen-h-2004-2013,2009,140000,1598,Gasoline,Łask,Łódzkie,16700
opel,astra,gen-h-2004-2013,2005,320554,1910,Diesel,Kraków,Małopolskie,10900
opel,astra,gen-h-2004-2013,2008,147800,1598,Gasoline,Pińczów,Świętokrzyskie,16666
opel,astra,gen-h-2004-2013,2007,210500,1598,Gasoline,Stanisław Dolny,Małopolskie,11700
opel,astra,gen-h-2004-2013,2005,218058,1998,Gasoline,Lublin,Lubelskie,14900
opel,astra,gen-h-2004-2013,2005,255400,1796,Gasoline,Nieborów,Łódzkie,11800
opel,astra,gen-h-2004-2013,2007,272500,1598,Gasoline,Piła,Wielkopolskie,12499
opel,astra,gen-h-2004-2013,2006,186100,1598,Gasoline,Siennica Różana,Lubelskie,12500
opel,astra,gen-h-2004-2013,2010,198000,1686,Diesel,Gostynin,Mazowieckie,14900
opel,astra,gen-h-2004-2013,2007,226000,1910,Diesel,Wilkanowo,Mazowieckie,12900
opel,astra,gen-h-2004-2013,2007,163500,1598,LPG,Sosnowiec,Śląskie,13900
opel,astra,gen-h-2004-2013,2008,221903,1598,Gasoline,Wilchta,Mazowieckie,18200
opel,astra,gen-h-2004-2013,2008,260000,1796,LPG,Włocławek,Kujawsko-pomorskie,8700
opel,astra,gen-h-2004-2013,2006,53317,1796,Gasoline,Rojów,Wielkopolskie,24500
opel,astra,gen-h-2004-2013,2006,190674,1796,Gasoline,Rojów,Wielkopolskie,10400
opel,astra,gen-h-2004-2013,2008,190000,1598,Gasoline,Gniezno,Wielkopolskie,14999
opel,astra,gen-h-2004-2013,2006,251450,1686,Diesel,Paniówki,Śląskie,5990
opel,astra,gen-h-2004-2013,2005,164371,1364,LPG,Nowa Sól,Lubuskie,12800
opel,astra,gen-h-2004-2013,2005,229885,1598,Gasoline,Wrocław,Dolnośląskie,7500
opel,astra,gen-h-2004-2013,2005,144200,1796,Gasoline,Świdwin,Zachodniopomorskie,14300
opel,astra,gen-h-2004-2013,2007,183000,1796,LPG,Chechło,Małopolskie,14900
opel,astra,gen-h-2004-2013,2010,289000,1910,Diesel,Aleksandrów Łódzki,Łódzkie,18880
opel,astra,gen-h-2004-2013,2006,190000,1796,LPG,Kraków,Małopolskie,12500
